ID,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type,From_Cache_la_Poudre
9043508391875,2461,131,25,300,58,1208,251,217,78,1271,2705,0
9044187506239,2390,305,20,180,51,30,160,224,203,607,4703,1
9044823404561,2815,104,9,255,27,1159,235,229,126,1325,4704,0
9045423318371,2611,82,7,95,7,1613,230,228,132,992,2703,0
9045726645044,2718,238,25,234,118,2922,166,252,215,1396,2705,0
9046367056749,2327,205,7,216,67,902,216,246,166,319,2717,1
9047502661545,2136,165,27,127,55,300,232,237,119,874,2702,1
9047547558725,2587,183,20,391,30,2589,221,249,152,716,2703,0
9047739238299,2760,315,6,469,81,1510,204,235,170,1878,4704,0
9049843226506,2223,27,27,30,14,1443,198,171,96,800,4703,1
9049913711482,2174,231,27,484,130,525,167,252,211,942,2702,1
9051584572224,2566,167,15,228,31,1406,231,244,141,2073,2705,0
9054865131073,2494,21,4,228,21,570,217,231,151,1445,2717,1
9055504357434,2591,18,21,210,79,1350,198,191,123,1639,4703,0
9057234863308,2009,43,24,42,0,300,217,181,88,703,4703,1
9057329401064,2237,319,25,127,74,618,147,208,197,1570,4703,1
9057376863051,2460,323,26,418,201,558,145,203,193,541,4703,1
9057539156075,2542,88,25,60,20,1020,247,190,57,552,4758,0
9060167457919,2609,106,14,323,64,1583,243,222,104,1786,2703,0
9061397718269,1978,305,37,120,77,170,97,193,223,384,4703,1
9065443987135,2322,359,18,382,139,1345,190,203,148,1033,2717,1
9067163399946,2289,232,11,309,26,850,203,250,184,731,2717,1
9067354401502,2602,232,19,450,176,2215,187,253,200,350,2705,0
9068136535514,2230,42,33,30,13,1260,204,149,56,553,2705,1
9068515321967,2328,299,31,134,38,780,121,212,223,649,2717,1
9068520899239,2268,349,23,150,2,904,170,194,158,297,4703,1
9068815855421,2103,314,26,175,100,228,141,208,203,616,4703,1
9069520113356,2527,109,13,95,23,1395,242,225,110,1277,2705,0
9069593917332,2477,103,13,150,34,400,242,222,108,1841,2717,1
9070364789546,2404,195,19,95,48,319,213,252,166,1006,2705,1
9070821091113,2401,341,19,283,135,1366,177,209,168,752,4703,1
9070925154257,2708,159,24,150,39,2095,237,236,114,2408,2705,0
9071043715122,2749,108,26,382,117,2522,253,199,57,2132,4703,0
9072222526324,2553,176,15,212,44,1999,226,247,149,1812,2703,0
9072342361577,2503,200,28,67,18,1546,197,250,171,488,2705,0
9072367644419,2005,79,20,201,73,182,242,200,79,192,2717,1
9072532284969,2352,300,23,153,62,765,150,224,211,607,2717,1
9074872185272,2441,117,3,0,0,638,225,236,146,726,4704,0
9075260668674,2312,103,14,150,37,85,243,221,103,240,4704,1
9075386607359,2363,171,30,60,4,474,225,237,122,1189,2705,1
9077453746886,2510,196,15,0,0,1153,215,251,167,537,2705,0
9077783914603,2472,221,28,67,48,942,175,253,201,787,2705,0
9077788328665,2156,353,42,60,45,624,117,134,131,376,4703,1
9077990582466,2565,167,27,323,-34,395,230,237,119,1080,2705,0
9078021183898,2365,81,15,30,6,1222,239,213,101,649,2717,1
9078456748945,2507,74,20,150,38,966,240,197,79,771,2702,1
9079279757022,2667,94,23,127,35,2448,249,198,64,2385,4703,0
9079587997127,2134,138,27,242,70,470,249,219,79,866,2703,1
9079694300506,2527,355,19,319,89,1019,186,204,153,451,2717,1
9081926383157,2596,88,12,391,160,408,238,220,110,270,2703,0
9082951141224,2361,320,18,30,13,366,171,220,188,886,4703,1
9083190163046,2079,46,26,67,27,1003,218,174,76,484,2702,1
9083582118906,2518,143,9,234,60,916,234,238,135,916,2703,0
9084199660925,2443,153,13,190,1,1935,235,240,134,30,2703,0
9085210556630,2405,100,17,60,19,892,246,215,93,990,2717,1
9085476950296,2501,314,20,306,87,108,163,220,195,691,4703,1
9086078701989,2360,27,10,484,205,1315,216,219,139,618,2717,1
9086541672839,2453,341,24,457,253,1127,162,196,169,721,4703,1
9087327475132,2330,161,31,124,46,1493,233,229,102,797,2704,1
9087482862501,2691,236,26,201,99,3017,164,251,215,1442,2705,0
9087799170832,2224,10,23,0,0,1269,189,187,129,633,4703,1
9087966013269,2320,12,23,85,14,785,189,186,126,616,4703,1
9088621409632,2523,67,19,120,33,1116,235,200,89,872,4703,0
9090760281536,2037,48,25,301,76,400,220,177,78,182,2706,1
9091752061242,2327,92,14,108,43,551,241,217,103,752,2705,1
9091778537660,2531,33,10,446,162,918,218,218,135,1348,4703,1
9092016568965,2192,347,29,150,87,541,152,180,157,330,4703,1
9092068444552,2363,86,7,150,3,390,231,228,130,735,2703,0
9092553299575,2681,154,13,342,74,2215,235,241,134,2436,2705,0
9094333557042,2620,1,10,350,145,2287,206,222,153,474,2703,0
9095869563736,2316,11,26,324,158,1168,182,176,121,601,4703,1
9097688879876,2405,111,26,335,77,379,254,200,57,847,2704,0
9098597511109,2437,357,21,268,121,361,183,198,149,268,4703,1
9099424076389,2470,96,13,270,19,811,240,221,109,1146,2717,1
9099964749835,2327,338,28,192,37,1338,148,188,172,446,4703,1
9100087578223,2313,222,19,175,53,940,192,254,193,319,2717,1
9100173012143,2504,306,10,391,61,30,192,235,183,1689,2717,1
9100941188841,2551,143,16,95,-9,1465,241,235,118,1239,2703,0
9101230187651,2324,133,30,127,65,1397,251,210,64,511,2704,1
9102042792415,2258,86,3,0,0,319,224,234,145,384,4703,1
9103429881463,2728,104,8,175,14,930,234,230,129,342,4703,0
9103598139464,2309,24,13,295,179,949,212,212,134,365,4703,1
9104030937693,2098,295,35,60,43,240,105,207,232,592,4703,1
9104883416413,2751,154,23,240,85,2147,240,234,110,2300,2705,0
9105156109162,2453,105,32,384,117,466,254,183,32,886,2704,0
9105662153420,2388,11,9,0,0,1140,211,222,148,1034,2717,1
9106005172146,2438,151,18,395,95,658,240,237,120,765,2704,1
9106068782818,2603,116,34,553,195,524,254,187,31,1421,2705,0
9108399861224,2532,284,20,350,165,720,162,236,213,1423,4704,0
9109674151085,2654,101,19,120,25,1626,248,212,85,153,4703,0
9110463004550,2470,177,29,201,84,218,220,241,133,900,2705,0
9111820193917,2646,169,14,42,6,1116,230,245,143,691,2703,0
9112155532877,2061,335,17,192,66,297,179,215,173,268,2706,1
9112740926210,2611,123,18,216,50,1514,247,224,99,1015,2705,0
9117704723089,2311,147,30,201,113,990,244,221,83,807,2717,1
9118922409144,2240,316,32,134,133,323,121,195,205,541,4703,1
9119146388499,2509,97,17,95,26,330,245,214,93,1615,2706,1
9119535548510,2322,73,19,212,48,210,239,199,83,918,4703,0
9120361975357,2647,15,13,301,99,446,208,213,141,1390,2703,0
9120975435544,2378,237,23,430,48,785,174,252,210,779,2702,1
9121440200025,2095,126,35,376,31,404,252,194,38,904,2704,1
9121496035657,1978,32,25,0,0,180,206,178,96,633,2702,1
9123587491564,2393,163,17,30,0,696,234,242,133,1060,2704,0
9124504919444,2601,129,30,430,193,402,252,207,59,1364,2705,0
9124614798458,2291,76,17,60,19,1150,238,207,93,741,2704,1
9124625306734,2126,58,29,42,15,417,226,167,54,771,2702,1
9124952165967,2271,12,20,391,129,858,195,194,131,1053,4703,1
9125272244530,2090,164,34,153,71,541,229,227,101,300,2702,1
9126799969746,2393,227,10,351,106,1114,206,250,180,1107,2703,1
9126964061961,2508,310,11,234,39,30,189,232,183,558,2717,1
9127105482799,2362,52,8,30,4,558,225,223,132,824,6101,1
9130306457961,2688,158,22,240,109,1736,237,237,118,1173,2705,0
9132113690272,2362,25,17,42,11,450,209,200,123,1053,4703,1
9132357383596,2063,296,27,90,30,443,136,221,220,495,4703,1
9132592465538,2795,108,24,511,166,2604,252,204,64,2001,4703,0
9132937818661,2654,149,22,636,-8,655,242,233,108,1325,2705,0
9133937659483,2150,297,20,430,148,532,159,229,208,255,2706,1
9134221172312,2240,57,7,30,-4,700,225,226,136,485,4703,1
9134724240037,2294,330,38,150,85,1390,105,166,184,1006,4703,1
9143578382411,2319,3,20,242,56,960,188,197,143,854,2717,1
9144228054733,2261,116,38,342,-28,560,253,176,14,474,2702,1
9144808308263,2299,214,16,300,36,849,204,253,182,713,2717,1
9144828449403,2347,31,16,242,140,216,214,203,120,1425,2703,1
9145040128756,2593,337,28,301,179,309,149,190,174,899,4703,1
9145472913906,2280,332,22,30,16,510,164,207,179,1652,2706,1
9145493928552,2478,112,20,60,20,918,250,215,84,738,2705,0
9145593288532,2595,100,13,150,44,1315,242,221,107,366,2705,0
9147044320709,1946,54,33,30,14,42,219,152,42,488,2702,1
9147830538677,2134,9,30,108,12,560,173,167,118,582,4703,1
9148781937717,2399,146,30,30,15,497,245,220,81,1266,2705,1
9149284834596,2366,299,15,108,27,30,175,233,197,661,4703,1
9149401755568,2575,223,11,391,76,2491,206,251,180,607,2703,0
9149538065776,2568,47,16,162,42,390,224,202,108,1006,2717,1
9150124615220,2150,300,39,85,67,240,88,193,230,646,4703,1
9152593327765,2429,183,14,335,88,812,223,249,155,1176,2703,0
9155287671465,2127,118,25,162,118,351,253,208,66,365,2717,1
9155810350676,2485,335,7,256,79,570,205,231,165,1613,2717,1
9156424406766,2274,193,20,60,20,1064,214,252,164,379,2702,1
9158622128174,2601,349,16,510,221,731,188,211,160,1073,4703,1
9158857021899,2782,107,24,446,150,2523,252,205,67,2071,4703,0
9159686165488,2309,218,27,443,-20,616,179,253,197,793,2702,1
9159848052151,2523,120,13,190,58,558,242,229,114,1061,2703,0
9160075198727,2503,172,7,162,18,1026,225,244,152,1033,2705,0
9161890652494,2527,59,18,153,58,1020,230,199,95,824,4703,1
9162937670280,2536,27,18,323,86,968,209,198,119,488,2717,1
9163107136858,2644,343,9,426,85,636,202,226,163,1018,4704,0
9163823314516,2381,27,29,124,31,883,193,163,90,649,4703,1
9164424777656,2402,86,7,247,28,510,230,229,132,812,2703,0
9165647824370,2750,231,33,323,105,3192,150,248,218,1604,2705,0
9166091891482,2696,208,5,218,18,2122,217,244,164,1736,2705,0
9166352503932,2308,115,15,190,46,134,245,224,103,201,4704,1
9166543504960,2327,231,9,127,43,1060,206,249,180,808,2717,1
9167020281879,2665,179,27,180,81,1842,220,244,139,1345,2705,0
9167393406343,2363,123,33,182,91,1184,253,194,39,765,2704,1
9167796661165,2472,298,16,210,9,67,173,232,199,458,4703,1
9168014511767,2790,145,15,175,23,1019,239,237,123,830,2703,0
9168246783475,2337,143,5,408,-87,85,227,239,146,564,2703,1
9170974992814,2348,281,15,60,7,90,176,240,203,726,4703,1
9171099654151,2543,122,19,258,74,1025,248,222,94,696,2702,1
9172924334903,2451,51,26,192,-6,808,222,174,70,819,4703,1
9173828711425,2308,18,28,95,51,1523,186,169,107,983,4703,1
9174121502482,2524,215,25,30,0,1766,187,254,192,426,2705,0
9174399600132,2673,130,14,234,-1,1445,243,231,114,872,2703,0
9174606439388,2171,293,39,285,149,379,88,200,237,150,4703,1
9174798974704,2627,163,11,0,0,1612,230,243,144,300,2705,0
9175129481670,2089,333,31,285,205,301,134,183,179,60,4703,1
9175632166910,2510,194,23,42,14,1150,209,251,164,1304,2705,0
9176018773005,2340,309,23,255,110,902,151,218,205,216,4703,1
9176449780719,2507,171,8,190,17,1003,226,244,151,1047,2703,0
9176650517845,2416,64,14,60,24,1050,232,211,108,1132,2717,1
9176841257772,2575,123,19,124,12,1458,249,222,93,1019,2705,0
9176852571072,2314,301,28,324,-15,552,132,215,218,674,4703,1
9176997907736,2444,332,24,443,232,1114,157,202,180,750,4703,1
9177971525540,1944,284,39,67,50,95,89,208,244,210,4703,1
9179888187873,2099,342,35,85,47,124,130,166,161,939,4703,1
9180143646646,2405,93,10,162,68,212,237,224,118,607,2705,1
9180146861480,2488,98,29,309,101,830,252,186,42,564,2702,1
9180862279163,2436,219,15,300,28,256,203,253,184,957,2703,0
9182687872802,2382,51,16,300,84,467,226,204,107,454,2705,1
9183533502393,2271,5,38,108,69,997,145,138,108,832,4703,1
9183569355246,2391,29,16,42,12,902,212,202,122,541,2717,1
9183659927728,2596,9,18,190,43,450,197,202,138,1091,4703,0
9184828987901,2752,99,3,180,19,908,224,235,146,485,4704,0
9185687999418,2304,99,20,201,10,277,248,209,80,990,2704,1
9185896363390,2404,101,10,618,110,685,236,227,121,1050,2717,1
9186106959136,2485,8,7,247,83,600,212,227,152,1592,2717,1
9186233347370,2486,344,18,120,33,1243,182,210,165,794,4703,0
9186545192736,2469,100,18,258,82,750,247,212,88,268,2703,1
9187520509808,2520,32,17,247,72,1140,213,199,116,1019,4703,0
9187554502516,2249,342,41,150,105,1188,106,144,156,1471,4703,1
9189320123901,2737,122,13,365,153,1630,242,229,114,1110,2703,0
9189334474716,2075,32,39,150,122,216,182,129,54,342,4703,1
9189778337035,2341,222,25,240,125,912,181,254,199,492,2717,1
9191080769145,2280,126,18,30,5,661,248,224,97,731,2705,1
9192916954957,2464,126,18,67,9,825,247,225,99,745,2705,0
9196017972612,2742,54,12,90,12,2347,227,213,117,2308,7756,0
9196384158756,2627,104,12,361,99,618,240,225,114,1595,2703,0
9197557780514,2397,49,9,277,94,404,224,220,129,365,2705,1
9197811939634,2561,308,12,242,43,1943,188,232,185,721,2705,0
9198293256639,2304,343,37,162,92,1365,123,159,159,1001,4703,1
9199233606606,2113,320,36,268,217,361,108,182,201,430,4703,1
9199653082530,2289,351,35,285,164,1034,139,159,144,1233,4703,1
9201716513483,2524,81,33,108,49,1503,243,164,24,967,2704,0
9201846565987,2513,217,37,180,87,1939,156,245,200,242,2705,0
9202242256844,2299,312,22,218,89,853,157,219,200,799,2717,1
9202839156892,2368,299,20,170,66,1001,160,228,207,170,2717,1
9202935991519,2587,158,15,510,151,510,235,241,133,525,2703,0
9204832875077,2322,314,19,30,13,1224,164,221,195,1027,4703,1
9205644091945,2356,290,20,560,218,636,161,233,211,1620,4703,1
9205971693928,2083,279,30,30,5,560,124,227,235,631,4703,1
9206435720556,2506,180,21,60,4,1782,223,248,147,845,2705,0
9206505122761,2616,247,25,283,16,564,161,249,220,1179,2705,0
9206517174635,2573,262,24,390,-26,819,153,244,225,1148,2703,0
9206603199481,2534,166,4,0,0,2258,223,241,153,2161,6102,0
9207189707879,2146,20,27,361,88,376,191,173,107,765,4703,1
9208625909239,2727,179,12,30,5,1057,225,247,153,558,2703,0
9209953236950,2163,94,22,90,14,180,249,200,68,511,2702,1
9210638006645,2609,88,8,120,5,1575,233,227,126,1024,2703,0
9211101082043,2169,11,35,60,34,924,162,148,104,750,4703,1
9212879791892,2759,98,15,443,125,2632,244,217,99,2079,4703,0
9213413667222,2057,130,20,90,0,644,248,225,97,807,2703,1
9213876118071,2311,16,27,0,0,1249,186,172,111,1006,4703,1
9213946131214,2751,45,12,124,21,2352,223,214,123,2296,7756,0
9214336904197,2306,314,32,300,147,1231,120,196,207,693,4703,1
9216619435305,2502,136,32,277,97,1233,249,209,61,1187,2705,0
9218094039955,1952,132,13,30,0,60,241,233,119,408,2702,1
9218431341598,2380,25,13,446,183,875,213,212,133,1489,2717,1
9218563513672,2590,101,30,258,33,2016,253,185,37,726,2705,0
9218579897797,2415,228,6,301,85,750,211,246,172,648,2717,1
9220390021831,2569,95,8,277,-8,1208,234,228,126,1277,2703,0
9220746487090,2158,4,39,108,18,598,141,136,109,560,4703,1
9221184361058,2613,197,9,424,99,750,218,248,164,1566,2703,0
9221847464607,2354,298,30,85,16,1380,124,214,223,874,4703,1
9222446693092,2449,173,15,216,3,1965,228,246,146,42,2703,0
9223257193566,2165,34,9,524,163,626,219,221,137,342,2706,1
9223497608165,2165,19,22,247,84,503,197,186,119,518,2717,1
9223669685185,2074,95,22,212,154,242,249,202,71,497,2702,1
9223802890827,2131,15,39,268,182,297,155,131,87,210,4703,1
9224084978333,2458,122,6,324,102,469,231,235,137,679,2705,0
9224380758097,2538,250,40,458,-61,420,106,232,242,1064,2705,0
9224625809928,2415,51,25,283,-16,725,223,177,74,696,4703,1
9225886913201,2483,133,32,323,79,1245,251,207,58,1233,2705,0
9226669953162,2403,27,15,85,24,942,212,206,127,560,2717,1
9227353149380,2075,33,28,30,-8,437,203,168,86,696,4703,1
9227611944948,2334,116,11,30,0,285,240,229,118,713,2703,0
9228976469985,2327,324,26,175,145,1337,145,202,191,1140,4703,1
9229187781002,2508,104,16,210,76,942,245,218,97,1362,2705,0
9230225841978,2047,31,21,216,54,272,210,190,109,277,2706,1
9230484833165,2601,221,14,361,85,797,202,253,184,1598,2705,0
9231055882438,2470,105,18,258,110,774,248,214,88,1188,2717,1
9231285651224,2554,148,13,497,105,509,237,239,130,661,2703,0
9231580866392,2089,4,27,85,25,454,173,176,131,661,4703,1
9231631504709,2067,107,25,234,147,256,253,200,59,524,2702,1
9231728499338,2207,344,35,175,82,1150,128,163,158,1114,4703,1
9233409660334,2000,97,30,134,47,175,252,182,36,446,2702,1
9233601665113,2601,202,20,335,94,2069,207,253,174,1786,2703,0
9233833598852,2274,289,26,360,199,1490,138,226,223,966,4703,1
9234221910195,2525,202,30,108,40,1528,190,250,175,454,2705,0
9234424435983,2459,323,22,0,0,1736,160,212,189,339,4703,0
9234492102930,2563,123,16,319,67,899,245,227,106,1249,2703,0
9235002009916,2355,328,22,361,180,1399,160,208,184,569,4703,1
9238895954318,2607,118,21,376,72,1556,251,215,82,2093,2705,0
9239959605467,1913,7,4,0,0,30,215,232,154,301,4703,1
9240518843848,2590,133,22,212,52,1132,249,223,91,1129,2705,0
9240881376615,2412,152,11,0,0,648,234,240,135,1104,2705,0
9242868229938,2277,304,21,192,115,484,156,224,206,1468,4703,1
9244649213624,2080,143,30,85,18,450,246,219,79,495,2717,1
9244818502016,2320,228,17,150,47,1087,193,253,194,837,2717,1
9245447073588,2622,255,24,90,13,1337,158,247,222,1448,2704,0
9245869804432,2212,358,23,90,22,984,179,192,145,323,4703,1
9247719136229,2371,332,19,30,10,1230,172,212,178,966,4703,1
9247815622503,2225,287,19,242,153,95,165,236,209,488,2703,1
9247994290944,2507,178,22,182,-42,1337,224,247,144,1318,2705,0
9249438717482,2163,328,25,319,155,446,152,202,185,612,4703,1
9249687611364,2210,95,24,30,10,1413,250,198,64,745,2705,1
9250663838323,2320,261,14,390,58,180,184,247,201,437,2703,1
9250960444388,2236,39,33,300,185,531,202,150,61,283,4703,1
9251298967303,2322,65,11,192,77,210,230,218,120,1584,2703,1
9252278425455,2435,349,28,162,34,1254,158,182,155,792,4703,0
9252749754152,2367,69,20,182,57,351,237,196,82,636,2705,1
9253926036511,2374,101,33,277,167,1595,252,176,23,212,2704,1
9254513326688,2542,187,13,170,51,1041,221,249,159,1221,2705,0
9255156835674,2322,62,21,124,48,120,233,193,83,994,2704,0
9255630905626,2642,104,15,108,27,2259,245,219,99,2397,4704,0
9255986831341,2732,103,8,330,-28,1442,234,230,127,934,4704,0
9256010675634,2158,313,22,134,101,1104,154,217,200,376,4703,1
9257853787843,2643,14,15,295,95,492,205,208,137,1298,2703,0
9259584489430,2154,242,27,390,109,430,157,249,221,900,2702,1
9260100886510,2426,135,28,283,160,1337,250,215,73,624,2704,1
9260264225743,2341,0,0,108,15,1203,218,238,156,108,2717,1
9260931662802,2582,112,10,67,-6,1442,238,229,121,1203,2703,0
9261551971060,2667,212,28,170,101,1987,184,252,190,360,2705,0
9263789720670,2649,69,9,531,33,908,230,222,125,1052,4704,0
9264721877858,2373,114,38,234,133,1616,252,172,9,324,2704,1
9265241255805,2511,350,11,361,68,108,200,221,160,1781,2717,1
9265261466267,2034,285,5,0,0,524,205,240,174,582,6102,1
9265423011489,2416,117,16,175,62,150,245,224,103,553,2705,1
9265752374859,2453,143,14,42,10,674,239,236,123,824,4704,0
9271736210808,2328,286,12,446,44,1358,185,239,194,942,2717,1
9271908957746,2227,170,12,258,91,85,229,245,146,330,2703,1
9271969369434,2520,33,16,30,4,1173,215,205,121,1641,4703,0
9271994898114,2433,99,26,108,35,778,252,194,54,778,2702,1
9272804435758,2240,310,30,240,162,1443,125,204,211,920,4703,1
9273266953170,2179,343,43,60,23,323,102,139,153,470,4703,1
9273561039609,2522,231,12,42,6,1101,201,251,186,1664,2705,0
9273954169838,2271,135,12,42,9,228,239,234,123,309,4704,1
9276132771991,2366,83,15,201,-20,454,240,212,97,631,2703,1
9276565999429,2438,87,30,150,58,793,247,176,36,1189,2705,0
9276589565839,2120,16,23,190,110,256,194,186,122,553,4703,1
9276718645197,1988,311,42,127,110,108,76,172,216,242,4703,1
9276738684015,1981,46,35,85,52,95,207,143,45,446,2702,1
9277658432533,2672,130,22,67,30,2247,250,221,87,2514,2705,0
9278678208412,2308,131,10,30,6,1112,237,235,128,180,2717,1
9279133222363,1952,118,25,108,47,124,253,209,67,666,2704,1
9279186510400,2314,287,38,162,98,765,90,206,241,1631,4703,1
9279220476228,2179,53,37,339,158,660,213,138,28,685,2717,1
9280052082716,1976,332,39,108,92,134,105,161,179,175,4703,1
9280347347315,2198,285,27,60,22,752,134,227,227,658,4703,1
9280997835132,2281,30,15,366,139,882,214,205,123,1071,4703,1
9281964759277,2370,330,14,30,8,323,187,222,175,912,4703,1
9282292987141,2090,76,34,60,27,124,239,157,20,342,2702,1
9284050900171,2599,208,11,240,54,1588,212,251,173,1660,2705,0
9285232874945,2131,110,29,313,191,335,254,194,45,365,2702,1
9285867644395,2502,245,22,467,-97,484,170,251,213,1155,2705,0
9287177430743,2603,170,33,270,3,474,223,232,114,1120,2705,0
9287445887828,2535,93,16,228,66,1048,243,214,96,755,2717,1
9287960485158,2631,8,7,390,156,2220,212,227,152,446,2703,0
9288684210736,2195,299,18,541,38,649,166,230,203,981,4703,1
9289460038278,2435,135,14,42,3,1790,241,233,117,150,2703,0
9289519825101,2379,257,17,60,-3,601,177,248,207,953,2704,0
9290643838837,2296,265,18,182,109,924,171,245,211,577,2717,1
9290647816145,2528,347,5,0,0,1224,210,231,160,1410,6102,0
9292706841044,2426,168,24,150,42,153,231,241,127,811,2703,0
9294784339192,2330,11,14,418,177,1158,204,210,141,518,2717,1
9294859842008,2505,173,29,283,119,295,223,239,127,960,2705,0
9295186736077,2712,79,6,497,87,537,228,229,135,170,4703,0
9295279657067,2140,322,37,90,30,1170,106,178,198,1084,4703,1
9297249175663,2291,41,16,450,128,1416,221,204,115,997,4703,1
9297305105139,1977,40,37,60,33,85,197,136,46,295,4703,1
9297534036808,2221,63,34,95,60,666,226,150,28,674,2702,1
9298897646987,2233,268,20,384,95,510,163,243,217,1727,4703,1
9298910380805,2421,1,12,295,31,1062,202,216,151,1068,2703,1
9299142645878,2137,46,28,258,187,283,216,167,68,247,4703,1
9300042247908,2533,180,17,95,24,1865,224,248,151,1710,2703,0
9300790955391,2420,261,17,108,33,360,177,247,207,816,4703,1
9300885118335,2468,176,26,90,44,1036,223,243,136,708,2705,0
9305165375729,2680,210,17,175,-12,1894,205,254,180,272,2705,0
9305557997034,2552,135,1,541,29,942,221,238,153,1103,2703,0
9306215583026,2095,314,32,108,62,576,119,196,208,541,4703,1
9306854830291,2518,243,31,474,-81,420,145,246,227,1075,2705,0
9307007043599,2433,142,18,124,33,845,243,233,111,1198,2704,0
9307185785717,2088,99,25,277,128,323,251,197,59,484,2702,1
9307567278134,2474,189,8,42,0,1061,221,246,160,911,2705,0
9307612108096,2381,54,17,201,31,934,228,201,101,732,4703,1
9308144141995,2680,204,25,190,103,2002,198,253,177,361,2705,0
9308281857551,2466,315,17,210,3,42,174,224,190,443,4703,1
9308330193975,2046,272,34,95,47,351,112,227,242,582,4703,1
9309298416625,2448,162,2,240,-1,1003,220,239,155,1262,2703,0
9310618094430,2445,3,12,90,10,470,203,216,150,1806,2717,1
9311081196928,2360,102,38,234,132,1652,251,163,4,283,2704,1
9311758810003,2602,223,31,30,22,2824,166,251,206,1124,2705,0
9314025578156,2523,59,12,335,95,1036,229,214,116,1195,2705,0
9314027901044,2225,34,37,150,95,1116,189,136,56,1544,4703,1
9314282901315,2202,36,32,234,125,330,200,154,70,624,4703,1
9315203916609,2489,321,10,150,26,60,194,230,176,426,2717,1
9315281089158,2127,82,29,540,166,644,245,177,42,295,2706,1
9315355934780,2346,281,34,234,136,671,110,221,239,1693,4703,1
9315639600059,2569,219,26,360,143,2131,182,254,197,258,2705,0
9315780645985,2477,303,24,510,268,1020,147,221,211,726,4703,1
9316020690482,2353,302,25,67,11,1184,144,220,212,1052,4703,1
9316967171884,2331,313,41,192,108,1284,81,172,213,1020,4703,1
9317147225458,2612,203,26,240,-27,1124,197,252,177,942,2705,0
9317868241782,2295,319,22,60,31,660,157,213,193,592,4703,1
9318329736342,2603,338,15,361,45,525,186,217,170,872,4704,0
9318340116642,2398,316,30,201,-7,845,128,200,205,1395,4703,1
9318461820718,2045,322,27,108,40,162,140,201,195,691,4703,1
9318815296213,2050,24,39,134,112,216,170,130,69,459,4703,1
9321850232252,2697,207,19,362,90,2192,204,254,178,2448,2705,0
9321972155613,2125,349,33,255,101,319,141,166,150,424,4703,1
9323305518744,2488,167,17,170,42,2012,231,244,138,108,2703,0
9324569483946,2259,8,24,120,-6,878,184,185,131,339,4703,1
9326174590880,1998,85,12,162,66,150,237,220,112,192,2717,1
9326317018608,2114,338,15,306,110,376,187,218,170,674,4703,1
9326972139441,2587,54,27,170,68,1333,224,172,65,1744,4703,0
9327172769698,2302,291,22,120,64,785,154,231,215,649,4703,1
9328530233547,2517,219,30,170,104,1651,173,252,200,524,2705,0
9328960503173,2443,45,12,0,0,362,223,214,123,1892,2717,1
9330997253556,2608,99,14,295,63,1610,242,220,104,1782,2703,0
9332578297591,2388,99,19,283,136,1233,247,211,85,1224,2703,1
9332592686203,2561,175,9,600,101,685,225,245,153,875,2703,0
9332872524508,2449,152,24,190,70,218,241,232,106,953,2705,0
9332875960044,2382,239,22,90,33,808,175,252,209,1608,2717,1
9333082599744,2543,149,18,162,45,1006,240,236,119,1550,2705,0
9333468856478,2291,10,14,376,191,600,203,210,142,339,4703,1
9333904510582,2349,33,19,277,142,175,213,195,111,1437,2703,1
9336202879634,2722,114,14,153,0,2355,243,225,108,2402,4704,0
9339358786764,2389,359,19,134,38,541,189,202,148,1115,4703,1
9339859700207,2602,115,10,285,57,1597,237,231,124,1753,2703,0
9340881849208,2291,96,20,30,4,1289,248,207,79,871,6102,1
9341804714733,2018,327,20,30,14,85,167,213,184,819,6102,1
9341942843593,2019,55,24,190,50,270,227,182,76,319,2717,1
9342454932201,2267,314,24,474,60,390,147,213,202,1714,4703,1
9342895871824,2593,148,12,335,58,1514,236,239,131,2081,2705,0
9342970549358,2295,341,14,268,85,824,191,219,167,760,2717,1
9343801898072,2335,36,7,60,8,30,220,225,141,794,6102,1
9344217610470,2173,50,28,124,100,212,219,167,64,552,2702,1
9344465903386,2323,330,19,190,100,216,173,214,179,1154,4703,1
9344943024121,2139,11,35,295,174,351,160,147,104,212,4703,1
9345451409745,2574,225,32,30,15,1974,161,250,209,446,2705,0
9348741812973,2351,301,35,212,136,201,102,200,227,1288,4703,1
9349822982295,2644,213,23,361,116,859,193,254,188,1065,2703,0
9350610451602,2351,313,23,277,131,953,151,215,201,150,4703,1
9351237071037,2215,17,37,120,59,1355,164,138,87,1082,4703,1
9352309738797,2686,105,20,190,47,2317,249,211,81,2514,4704,0
9353369461304,2710,108,20,190,77,2341,250,213,82,2358,4703,0
9354397144566,2009,318,31,175,95,228,124,195,202,488,4703,1
9356381144187,2278,332,39,134,71,1415,106,162,179,1012,4703,1
9357871578185,2048,91,33,120,100,153,249,169,22,67,2702,1
9358639349887,2272,122,15,30,6,680,244,227,109,702,2705,1
9358827587220,2536,81,6,300,53,153,228,230,136,1873,2717,1
9362582559521,2517,154,14,120,57,1073,236,240,131,1471,2705,0
9362956916103,2382,310,25,67,40,1095,143,213,206,1142,4703,1
